year,StateCode,CountyCode,meanIncome,medianIncome,povertyPop,medianAge
2011,25,003,55230,55230,6825,45.3
2011,25,005,209256,209256,23976,40.2
2011,25,009,288403,288403,35003,40.7
2011,25,011,29944,29944,4422,44.7
2011,25,013,176575,176575,37324,39.2
2011,25,015,58971,58971,9179,36.9
2011,25,017,582946,582946,56087,38.5
2011,25,021,257098,257098,21385,40.9
2011,25,023,179609,179609,18108,41.3
2011,25,025,292390,292390,78145,31.7
2011,25,027,296948,296948,37536,39.6
2011,26,005,40921,40921,4422,39.7
2011,26,017,43084,43084,6456,41.4
2011,26,021,56676,56676,11419,40.9
2011,26,025,51814,51814,10013,39.7
2011,26,037,28523,28523,3809,37.7
2011,26,045,43488,43488,4231,40.9
2011,26,049,163473,163473,39096,38.6
2011,26,055,33399,33399,5009,40.1
2011,26,065,107527,107527,33077,31.3
2011,26,073,23607,23607,13321,24.8
2011,26,075,58736,58736,11485,39.8
2011,26,077,97368,97368,21717,34.2
2011,26,081,229851,229851,38572,34.5
2011,26,087,32437,32437,4256,42.7
2011,26,091,38055,38055,6433,40.6
2011,26,093,65833,65833,6350,41.5
2011,26,099,328216,328216,45090,40.2
2011,26,103,26582,26582,7209,39.6
2011,26,111,33679,33679,3277,40.7
2011,26,115,57491,57491,9603,40.6
2011,26,121,62839,62839,15297,39
2011,26,125,482101,482101,55351,40.5
2011,26,139,94059,94059,14430,34.9
2011,26,145,76342,76342,18755,39.7
2011,26,147,62965,62965,9433,42.1
2011,26,155,27333,27333,5682,40
2011,26,159,28011,28011,7326,40.3
2011,26,161,134459,134459,32932,32.9
2011,26,163,664288,664288,228533,37.5
2011,27,003,122420,122420,11937,37.7
2011,27,019,33574,33574,1777,36.9
2011,27,037,152289,152289,12392,37.2
2011,27,053,477055,477055,68227,36
2011,27,109,57518,57518,4583,35.9
2011,27,123,204612,204612,37235,34.5
2011,27,137,82822,82822,13412,40.3
2011,27,139,46357,46357,3474,35.3
2011,27,141,30681,30681,3415,34.6
2011,27,145,56416,56416,10220,32.6
2011,27,163,89554,89554,5655,39.1
2011,27,171,44851,44851,3946,34.9
2011,28,033,57703,57703,5200,35.1
2011,28,035,27845,27845,9188,31.4
2011,28,047,72256,72256,17704,35.4
2011,28,049,87927,87927,29825,32.8
2011,28,059,51401,51401,10874,36.7
2011,28,067,25042,25042,5840,38.3
2011,28,075,28838,28838,7090,36.9
2011,28,081,32141,32141,6084,36.7
2011,28,089,36315,36315,6971,36.7
2011,28,121,53147,53147,3637,36.4
2011,29,019,63516,63516,14948,29.6
2011,29,021,32369,32369,7214,37.1
2011,29,031,29160,29160,5745,35.6
2011,29,037,37574,37574,2392,39.1
2011,29,043,29610,29610,2007,37.4
2011,29,047,87469,87469,7283,36.3
2011,29,051,29259,29259,4537,38.1
2011,29,071,39472,39472,3137,40
2011,29,077,115109,115109,22040,35.6
2011,29,095,267250,267250,65007,36.3
2011,29,097,44789,44789,8112,35.5
2011,29,099,82225,82225,12063,37.8
2011,29,165,37270,37270,3508,38.8
2011,29,183,134778,134778,10332,37
2011,29,187,25194,25194,4549,38
2011,53,057,45801,45801,8548,40.4
2011,53,061,268449,268449,38037,37.6
2011,53,063,187360,187360,28219,37.3
2011,53,067,101970,101970,15311,38.8
2011,53,073,79958,79958,16780,36
2011,53,077,80071,80071,20951,32.4
2011,54,003,39569,39569,7900,37.8
2011,54,011,39053,39053,8935,38.1
2011,54,033,26713,26713,4989,42.3
2011,54,039,81094,81094,13881,42.7
2011,54,061,35029,35029,12413,28.8
2011,54,081,32121,32121,4001,40.5
2011,54,107,34923,34923,6274,42.4
2011,55,009,98471,98471,13033,36.5
2011,55,025,206024,206024,34015,34.4
2011,55,027,32762,32762,3682,41.1
2011,55,035,40053,40053,6865,33
2011,55,039,41277,41277,3358,40.5
2011,55,055,32457,32457,2827,38.2
2011,55,059,61072,61072,11639,36.7
2011,55,063,45705,45705,10078,35.3
2011,55,071,34029,34029,2490,43.9
2011,55,073,53343,53343,5474,40.3
2011,55,079,376552,376552,88926,33.8
2011,55,087,68937,68937,5684,38.1
2011,55,089,33994,33994,1102,43.4
2011,55,097,27479,27479,5011,36.1
2011,55,101,75903,75903,11138,39.4
2011,55,105,63615,63615,10810,38.6
2011,55,109,31005,31005,3581,36.6
2011,55,117,45977,45977,3142,40.6
2011,55,127,39012,39012,6170,38.4
2011,55,131,51755,51755,2783,41.3
2011,55,133,152806,152806,9683,42.3
2011,55,139,68069,68069,9662,37.7
2011,55,141,32045,32045,3260,43
2011,56,021,37687,37687,4177,37
2011,56,025,30158,30158,3414,36.4
2012,22,073,58133,58133,15627,34.6
2012,22,079,49299,49299,13097,36.9
2012,22,097,30937,30937,6471,36.5
2012,22,103,89333,89333,9829,39.9
2012,22,105,43653,43653,10942,34.5
2012,22,109,39043,39043,7819,35.1
2012,23,001,44641,44641,7754,40.7
2012,23,003,30811,30811,4971,46.3
2012,23,005,118269,118269,10238,41.7
2012,23,011,51547,51547,5945,43.6
2012,23,019,63171,63171,10852,41.2
2012,23,031,80221,80221,7268,43.8
2012,24,001,28565,28565,4422,42.3
2012,24,003,201934,201934,17173,38.6
2012,24,005,312306,312306,41040,39.2
2012,24,009,31054,31054,2979,40.5
2012,24,013,60030,60030,4808,42
2012,24,015,35497,35497,5107,40.7
2012,24,017,52267,52267,6966,37.4
2012,24,021,86492,86492,7697,39.3
2012,24,025,91628,91628,10505,40
2012,24,027,107659,107659,8886,38.9
2012,24,031,361116,361116,27168,38.5
2012,24,033,303735,303735,41079,35.3
2012,24,037,39195,39195,2446,36.3
2012,24,043,56459,56459,10179,40.3
2012,24,045,36857,36857,7689,36.7
2012,24,510,244397,244397,69932,34.2
2012,25,001,89766,89766,8162,50.9
2012,25,003,55420,55420,7260,45.5
2012,25,005,208983,208983,26415,40.3
2012,25,009,283543,283543,37080,40.7
2012,25,011,29377,29377,2794,45.4
2012,25,013,176328,176328,40646,38.8
2012,25,015,57748,57748,11168,36.7
2012,25,017,582405,582405,55811,38.7
2012,25,021,258307,258307,25395,41.2
2012,25,023,181541,181541,14140,41.7
2012,25,025,288791,288791,77507,31.8
2012,25,027,300308,300308,41066,39.7
2012,26,005,42930,42930,5763,40.6
2012,26,017,43967,43967,4689,42.9
2012,26,021,60223,60223,13834,41.4
2012,26,025,53182,53182,7899,39.9
2012,26,037,29443,29443,4133,39.3
2012,26,045,42811,42811,3930,41.5
2012,26,049,166225,166225,40402,39.8
2012,26,055,35018,35018,3192,42.3
2012,26,065,109008,109008,35338,31.5
2012,26,073,24663,24663,11183,26
2012,26,075,60420,60420,14800,39.9
2012,26,077,100789,100789,18557,34.2
2012,26,081,231171,231171,45313,34.7
2012,26,087,32790,32790,3563,42.6
2012,26,091,37998,37998,4342,40.9
2012,26,093,66808,66808,5461,41.3
2012,26,099,330541,330541,45672,40.6
2012,26,103,27203,27203,6352,38.8
2012,26,111,33235,33235,4086,41.2
2012,26,115,57506,57506,9013,41.3
2012,26,121,63860,63860,14026,38.6
2012,26,125,489897,489897,52425,40.9
2012,26,139,95048,95048,11995,35.4
2012,26,145,78010,78010,15612,40.1
2012,26,147,65075,65075,10718,42.6
2012,26,155,27132,27132,5218,41.7
2012,26,159,27740,27740,6364,40.8
2012,26,161,137565,137565,31600,33.5
2012,26,163,660724,660724,227328,37.9
2012,27,003,123554,123554,13564,37.6
2012,27,013,24133,24133,4706,30.4
2012,27,019,34108,34108,1540,36.8
2012,27,037,155314,155314,13248,37.5
2012,27,053,484276,484276,67301,36
2012,27,109,57099,57099,7189,36.3
2012,27,123,206261,206261,36105,34.6
2012,27,137,84386,84386,13486,41
2012,27,139,46461,46461,2014,35.7
2012,27,141,30387,30387,3022,35
2012,27,145,56494,56494,9737,34.8
2012,27,163,89237,89237,7963,38.5
2012,27,171,45478,45478,3513,35.1
2012,28,033,59172,59172,6352,35.7
2012,28,035,26949,26949,10656,30.6
2012,28,047,74711,74711,12763,35.4
2012,28,049,87734,87734,29852,33
2012,28,059,50625,50625,8748,37.2
2012,28,067,26241,26241,8817,36.4
2012,28,075,29327,29327,6124,37.1
2012,28,081,31638,31638,6590,36.3
2012,28,089,36631,36631,6811,37.1
2012,28,121,51982,51982,5394,37.6
2012,29,019,66360,66360,19466,29.7
2012,29,021,34021,34021,9237,36.7
2012,29,031,29991,29991,5264,36.4
2012,29,037,37473,37473,4857,39.7
2012,29,043,28939,28939,3538,37.4
2012,29,047,85739,85739,8539,36.8
2012,29,051,29930,29930,4611,37.6
2012,29,071,38661,38661,4242,40
2012,29,077,116561,116561,20687,35.7
2012,29,095,270124,270124,60073,36.5
2012,29,097,46126,46126,10173,35.2
2012,29,099,80387,80387,12135,38.9
2012,29,165,36711,36711,2422,38.4
2012,29,183,137482,137482,10660,37.7
2012,29,187,24023,24023,4954,39.1
2012,29,189,401718,401718,47991,40.3
2012,29,510,139930,139930,47853,34
2012,30,013,33471,33471,4966,37.8
2012,30,029,37405,37405,4456,41
2012,30,031,36191,36191,5193,32.6
2012,30,063,46384,46384,6476,34.7
2012,30,111,61003,61003,6757,38.5
2012,31,055,206545,206545,33884,33.7
2012,31,109,115943,115943,17441,33
2012,31,153,61958,61958,5861,33.8
2012,32,003,715837,715837,134536,36
2012,32,031,163902,163902,37818,37.6
2012,33,005,30301,30301,3441,41.1
2012,33,009,36241,36241,4992,41.3
2012,33,011,155260,155260,13018,40
2012,33,013,57222,57222,6499,42.9
2012,39,035,529284,529284,115443,40.6
2012,39,041,65046,65046,3885,37.7
2012,39,043,31739,31739,2740,44.2
2012,39,045,54370,54370,5419,39.2
2012,39,049,471438,471438,106198,33.7
2012,39,055,34204,34204,2220,44.1
2012,39,057,62465,62465,9001,36.9
2012,39,061,328390,328390,83014,37.3
2012,39,063,30064,30064,6380,39.1
2012,39,081,28625,28625,4501,44.3
2012,39,085,95087,95087,9054,43.2
2012,39,089,63160,63160,11109,39.4
2012,39,093,115670,115670,18174,41
2012,39,095,176924,176924,51603,37.7
2012,39,099,96689,96689,19676,43.6
2012,39,101,24496,24496,3495,40.9
2012,39,103,65593,65593,5532,41.8
2012,39,109,41261,41261,5127,40.6
2012,39,113,221121,221121,45218,39.6
2012,39,119,33675,33675,7807,39.5
2012,39,133,59712,59712,13002,37.5
2012,39,139,48529,48529,8388,41.1
2012,39,141,27948,27948,5987,39.8
2012,39,145,28927,28927,6530,40.2
2012,39,151,150470,150470,23742,41.6
2012,39,153,221175,221175,39566,40.9
2012,39,155,86992,86992,17191,43.3
2012,39,157,36699,36699,4360,40.8
2012,39,165,77718,77718,5580,39
2012,39,169,42246,42246,4627,39.7
2012,39,173,50219,50219,11051,34.8
2012,40,017,41932,41932,3238,35.8
2012,40,027,97706,97706,15893,33.2
2012,40,031,43470,43470,9358,32
2012,40,037,26628,26628,4589,40.5
2012,40,101,26128,26128,5522,37.7
2012,40,109,284720,284720,61649,34.2
2012,40,119,29867,29867,9162,27.3
2012,40,125,26333,26333,6199,37.2
2012,40,131,33022,33022,3437,39.2
2012,40,143,242564,242564,44480,35.3
2012,40,145,27041,27041,3083,39
2012,41,003,33395,33395,8881,31.8
2012,41,005,146422,146422,16844,41.4
2012,41,017,66086,66086,10781,41.7
2012,41,019,43348,43348,10229,46.8
2012,41,029,80957,80957,15841,42.7
2012,41,033,34048,34048,9126,48.4
2012,41,035,29287,29287,5100,42.2
2012,41,039,146327,146327,40378,38.8
2012,41,043,43905,43905,8605,38.7
2012,41,047,114388,114388,29805,35.6
2012,41,051,305576,305576,62819,36.4
2012,41,053,28358,28358,4845,37
2012,41,059,26371,26371,4396,34.5
2012,41,067,203250,203250,30822,35.9
2012,41,071,33995,33995,9502,37.8
2012,42,001,38102,38102,2930,42.3
2012,42,003,527219,527219,71110,41
2012,42,005,29099,29099,3346,45.5
2012,42,007,70767,70767,8914,44.8
2012,42,011,151291,151291,23862,39.7
2012,42,013,50098,50098,6599,42.6
2012,42,017,231626,231626,12880,42.5
2012,42,019,73318,73318,8816,42.3
2012,42,021,58228,58228,8550,44.1
2012,42,025,26476,26476,1288,45.5
2012,42,027,56980,56980,18146,29.3
2012,42,029,184574,184574,18189,40
2012,42,033,32186,32186,4541,43.5
2012,42,037,26460,26460,3345,40.4
2012,42,039,34792,34792,5776,42.3
2012,42,041,94453,94453,8801,41.3
2012,42,043,107336,107336,18192,39.7
2012,42,045,204112,204112,28428,39.1
2012,42,049,109973,109973,16656,38.5
2012,42,051,53599,53599,9754,44.1
2012,42,055,58515,58515,6848,39.8
2012,42,063,34934,34934,6208,39.2
2012,42,069,85491,85491,11555,42
2012,42,071,194198,194198,20501,38.5
2012,42,073,37154,37154,6207,44.4
2012,42,075,52424,52424,8182,41
2012,42,077,133861,133861,21089,39.6
2012,42,079,129158,129158,22816,43.1
2012,42,081,45595,45595,7302,41.3
2012,42,085,45647,45647,6289,43.4
2012,42,089,57561,57561,10119,41.2
2012,42,091,308795,308795,22697,41
2012,42,095,112574,112574,14913,41.6
2012,42,097,39070,39070,4989,43.8
2012,42,101,579874,579874,184553,33.6
2012,42,107,59338,59338,9319,43.7
2012,42,111,30048,30048,2162,45.2
2012,42,125,84509,84509,12731,44
2012,42,129,152420,152420,15530,45.7
2012,42,133,168508,168508,19050,40.6
2012,44,003,69563,69563,6647,43.5
2012,44,005,34585,34585,3495,44
2012,44,007,239398,239398,45868,37.1
2012,44,009,50360,50360,4868,43.3
2012,45,003,63065,63065,13127,40.5
2012,45,007,72363,72363,15718,40.1
2012,45,013,63505,63505,9740,43.1
2012,45,015,65832,65832,12244,35.2
2012,45,019,143705,143705,27979,36
2012,45,031,26460,26460,6702,39.7
2012,45,035,52594,52594,6842,36
2012,45,041,51418,51418,10913,38
2012,45,045,176523,176523,29949,37.2
2012,45,047,25342,25342,8443,39
2012,45,051,118092,118092,24549,41.8
2012,45,057,28792,28792,8523,41.6
2012,45,059,24910,24910,6579,40.7
2012,45,063,105560,105560,18501,38.3
2012,45,073,30688,30688,6032,44.7
2012,45,075,34286,34286,13041,39.5
2012,45,077,44473,44473,9823,35
2012,45,079,141771,141771,26151,33.1
2012,45,083,108569,108569,21093,38.1
2012,45,085,40321,40321,7920,35.4
2012,45,091,87424,87424,11408,37.7
2012,46,099,67390,67390,10084,34.6
2012,46,103,40455,40455,5704,35.9
2012,47,001,31019,31019,6205,42.7
2012,47,009,48759,48759,7189,42.5
2012,47,011,38749,38749,7770,39.6
2012,47,037,258465,258465,52138,33.9
2012,47,059,29562,29562,5937,43.5
2012,47,065,135387,135387,23192,38.8
2012,47,093,182792,182792,34681,37.1
2012,47,113,36572,36572,7164,37.5
2012,47,119,31960,31960,9453,38.2
2012,47,125,64699,64699,13744,30.1
2012,47,141,28700,28700,8740,35.5
2012,47,147,24247,24247,3202,38.7
2012,47,149,97326,97326,13883,33.3
2012,47,155,36334,36334,4453,43.1
2012,47,157,344327,344327,95966,34.6
2012,47,163,65110,65110,8064,44.1
2012,47,165,60232,60232,5243,39.1
2012,47,179,52405,52405,10105,40.5
2012,47,187,66726,66726,4449,38.3
2012,47,189,42559,42559,6278,39.8
2012,48,005,30199,30199,6181,36.1
2012,48,021,24863,24863,2853,37.6
2012,48,027,104604,104604,22417,30.1
2012,48,029,607310,607310,133860,33.1
2012,48,037,36045,36045,7187,37.1
2012,48,039,110093,110093,15802,35.3
2012,48,041,70780,70780,29510,25
2012,48,061,121179,121179,67443,31
2012,48,085,294576,294576,29875,35.7
2012,48,091,42690,42690,5183,42.6
2012,48,099,22253,22253,2915,30.1
2012,48,113,862007,862007,189094,32.8
2012,48,121,250239,250239,28891,33.7
2012,48,135,49382,49382,7280,31.6
2012,48,139,52925,52925,6270,35.3
2012,48,141,260645,260645,74421,31.1
2012,48,157,197148,197148,26351,35.6
2012,48,167,111204,111204,15429,37.5
2012,48,181,47770,47770,7392,40
2012,48,183,43650,43650,9286,35.4
2012,48,187,46633,46633,3121,37.1
2012,48,201,1443611,1443611,313800,32.5
2012,48,203,24368,24368,5188,36.2
2012,48,209,57395,57395,12403,30.6
2012,48,213,29273,29273,8378,42.7
2012,48,215,222849,222849,125046,28.6
2012,48,231,30491,30491,8286,37.7
2012,48,245,93111,93111,21267,36.1
2012,48,251,52680,52680,9776,36.6
2012,48,257,35432,35432,5784,35.4
2012,48,291,25042,25042,5899,36.3
2012,48,303,106257,106257,29592,30.9
2012,48,309,85171,85171,21758,33.2
2012,48,329,51216,51216,5023,32.3
2012,48,339,166278,166278,21686,36.5
2012,48,347,24099,24099,5752,29.6
2012,48,355,123035,123035,19460,35.3
2012,48,361,30420,30420,6701,39.1
2012,48,367,42326,42326,4420,38.9
2012,48,375,43376,43376,13096,33
2012,48,381,48295,48295,6135,34.9
2012,48,397,27502,27502,2214,36.6
2012,33,015,115765,115765,9601,43.3
2012,33,017,47359,47359,7722,36.4
2012,34,001,100065,100065,17414,40.7
2012,34,003,336856,336856,38651,41.5
2012,34,005,164819,164819,11614,41.1
2012,34,007,185477,185477,33146,38
2012,34,009,40470,40470,3559,48.2
2012,34,011,50068,50068,9221,36.8
2012,34,013,279102,279102,64102,36.6
2012,34,015,104691,104691,11752,39.5
2012,34,017,249028,249028,49498,34.4
2012,34,019,47227,47227,2095,44.8
2012,34,021,132004,132004,19106,38.5
2012,34,023,283337,283337,38900,37.6
2012,34,025,236447,236447,23023,42
2012,34,027,179876,179876,10794,41.6
2012,34,029,223599,223599,25668,42.8
2012,34,031,163712,163712,37391,36.3
2012,34,033,24861,24861,3426,41.2
2012,34,035,116840,116840,7794,40.4
2012,34,037,54179,54179,2734,43.1
2012,34,039,184879,184879,26683,38.1
2012,34,041,41262,41262,2094,41.9
2012,35,001,264780,264780,47861,36.3
2012,35,005,22944,22944,5437,34.2
2012,35,013,73717,73717,22626,32.4
2012,35,025,21241,21241,4097,32
2012,35,031,18200,18200,15333,29.6
2012,35,035,22769,22769,7898,36.4
2012,35,043,47606,47606,10320,38.7
2012,35,045,40025,40025,13498,33.3
2012,35,049,62311,62311,11011,44.1
2012,35,061,27369,27369,9074,38.7
2012,36,001,121119,121119,17794,38
2012,36,005,475978,475978,191728,33
2012,36,007,81687,81687,13636,41
2012,36,009,32347,32347,4459,41.4
2012,36,011,30354,30354,3399,42.6
2012,36,013,51814,51814,10526,41.2
2012,36,015,34867,34867,4722,40.1
2012,36,019,32451,32451,6109,39.5
2012,36,027,107106,107106,11548,41.3
2012,36,029,379094,379094,58352,40.6
2012,36,045,45845,45845,6335,32.3
2012,36,047,919333,919333,268364,34.2
2012,36,051,24038,24038,4302,40.1
2012,36,053,25991,25991,4754,39.4
2012,36,055,298715,298715,53963,38.4
2012,36,059,441732,441732,34978,41.4
2012,36,061,746686,746686,135700,36.5
2012,36,063,88995,88995,10863,42.4
2012,36,065,90571,90571,17549,41.3
2012,36,067,185985,185985,36944,39
2012,36,069,44328,44328,6515,43
2012,36,071,125228,125228,18515,37.3
2012,36,075,45480,45480,9910,39
2012,36,079,34050,34050,3183,43
2012,36,081,780349,780349,141746,37.5
2012,36,083,64581,64581,10121,39.2
2012,36,085,163468,163468,26756,38.9
2012,36,087,97934,97934,21300,36.6
2012,36,089,42436,42436,10092,38.3
2012,36,091,87414,87414,5367,41.4
2012,36,093,57463,57463,8282,40.4
2012,36,101,41597,41597,6286,42.1
2012,36,103,496353,496353,47939,40.5
2012,36,105,29222,29222,5358,41.6
2012,36,109,38269,38269,11717,29.7
2012,36,111,70353,70353,12389,43
2012,36,113,27530,27530,3065,45
2012,36,117,37027,37027,5172,43.2
2012,36,119,340097,340097,42290,40.3
2012,37,001,59520,59520,11614,39.2
2012,37,019,46433,46433,6538,49
2012,37,021,99152,99152,18341,40.4
2012,37,023,33762,33762,8109,42.6
2012,37,025,64459,64459,9627,37.2
2012,37,027,33009,33009,5367,42.6
2012,37,031,28346,28346,2897,46.3
2012,37,035,59291,59291,11414,41
2012,37,037,26023,26023,4835,44.5
2012,37,045,36818,36818,10776,40.9
2012,37,049,40570,40570,7468,35.7
2012,37,051,122446,122446,24191,30.9
2012,37,057,63527,63527,12594,41
2012,37,063,113769,113769,26070,33.8
2012,37,067,141427,141427,33943,37.6
2012,37,071,79973,79973,17447,39.7
2012,37,081,199110,199110,37906,36.6
2012,37,085,41208,41208,9132,33.5
2012,37,089,44549,44549,5328,46.3
2012,37,097,58660,58660,12177,39.8
2012,37,101,60696,60696,16005,37.3
2012,37,109,31298,31298,4665,42
2012,37,119,365887,365887,65420,34.2
2012,37,125,37060,37060,8375,45.3
2012,37,127,36099,36099,7817,40.5
2012,37,129,85092,85092,16171,38
2012,37,133,61842,61842,9682,26.1
2012,37,135,52139,52139,10941,32.9
2012,37,147,69741,69741,21316,31.3
2012,37,151,55050,55050,9512,40.3
2012,37,155,46555,46555,21313,34.9
2012,37,157,38261,38261,6507,42.7
2012,37,159,51406,51406,10370,40
2012,37,161,27506,27506,3980,43.2
2012,37,171,29063,29063,5482,41.7
2012,37,179,68592,68592,8523,36.8
2012,37,183,357684,357684,48589,35
2012,37,191,47554,47554,15525,37.1
2012,37,193,28646,28646,5527,43.4
2012,37,195,31762,31762,9161,37.9
2012,38,015,35200,35200,1978,36.6
2012,38,017,66335,66335,8497,31.8
2012,38,035,28198,28198,6797,29.6
2012,39,003,40366,40366,9700,38.2
2012,39,007,39008,39008,8497,41.9
2012,39,013,28549,28549,5119,44
2012,39,017,132861,132861,25271,37.1
2012,39,023,54288,54288,12807,41.5
2012,39,025,75465,75465,9469,38.8
2012,39,029,42499,42499,6500,42.5
2012,01,003,77978,77978,10728,41.5
2012,01,015,45986,45986,9816,38.8
2012,01,043,31450,31450,6044,40.8
2012,01,049,23776,23776,3903,40.4
2012,01,051,28246,28246,4714,38.1
2012,01,055,39031,39031,8165,40.8
2012,01,069,38571,38571,7335,38.8
2012,01,073,258192,258192,59321,37.1
2012,01,077,36791,36791,8150,40.7
2012,01,081,55520,55520,17141,29.8
2012,01,083,32106,32106,2308,39
2012,01,089,135450,135450,18738,37.9
2012,01,095,33802,33802,6579,37.8
2012,01,097,156755,156755,42775,37.1
2012,01,101,90244,90244,22133,34.8
2012,01,103,46221,46221,7500,39.2
2012,01,115,32143,32143,4399,39.5
2012,01,117,75058,75058,6994,37.6
2012,01,121,31923,31923,7372,40.4
2012,01,125,67721,67721,18706,31.7
2012,01,127,26108,26108,6195,41.9
2012,02,020,105569,105569,10933,33
2012,02,090,35944,35944,2830,30.9
2012,02,170,31483,31483,3835,35.1
2012,04,001,19634,19634,12186,32.3
2012,04,003,49983,49983,11118,40.1
2012,04,005,46366,46366,15235,31
2012,04,013,1424393,1424393,331504,35.3
2012,04,015,79239,79239,17033,48.7
2012,04,017,35488,35488,14670,35.7
2012,04,019,386104,386104,87796,38
2012,04,021,126874,126874,30119,37.4
2012,04,025,93697,93697,15379,51
2012,04,027,70895,70895,17239,33.6
2012,05,007,84026,84026,12970,34.9
2012,05,031,38421,38421,5683,33.6
2012,05,045,43709,43709,5552,31
2012,05,051,40656,40656,9073,44.7
2012,05,069,28013,28013,8123,37.8
2012,05,085,25384,25384,2921,35.4
2012,05,119,155125,155125,33812,36.2
2012,05,125,42534,42534,2566,39.2
2012,05,131,51394,51394,9487,36.4
2012,05,143,81423,81423,19230,31.5
2012,05,145,29089,29089,6790,35.4
