Year,StateCode,CountyCode,population,medianRealEstateTax,medianHouseholdCosts,totalHouses,medianHomeVal
2017,48,453,1226698,5529,1365,242632,321400
2017,48,469,92084,2287,857,21359,140300
2017,48,471,72245,1647,819,9973,156400
2017,48,479,274794,2560,801,45054,133200
2017,48,485,132000,1943,728,29111,100700
2017,48,491,547545,5200,1389,121330,272500
2017,48,497,66181,2173,846,16542,160800
2017,49,005,124438,1345,890,23673,218400
2017,49,011,347637,1751,1199,81574,282800
2017,49,035,1135649,1978,1217,252690,301700
2017,49,045,67456,1427,1159,17312,224000
2017,49,049,606425,1544,1204,109360,297900
2017,49,053,165662,1542,1004,38676,279800
2017,49,057,251769,1564,995,59255,221000
2017,50,007,162372,5324,1381,39663,293800
2017,51,003,107702,2396,1212,24842,336200
2017,51,013,234965,6319,2016,44982,735100
2017,51,015,75144,1161,823,23525,211700
2017,51,019,77974,984,737,26054,198900
2017,51,041,343599,2061,1257,92540,240500
2017,51,059,1148433,5814,2010,265861,567000
2017,51,061,69465,3311,1632,18873,390100
2017,51,069,86484,1282,1139,24708,243200
2017,51,085,105923,1996,1269,31671,291600
2017,51,087,327898,1904,1169,82967,239000
2017,51,095,75524,2568,1287,21675,347400
2017,51,107,398080,5373,2285,101366,508800
2017,51,121,98559,1828,946,18523,238300
2017,51,153,463023,3857,1818,107554,378800
2017,51,161,93730,1857,941,29019,196700
2017,51,165,80227,1236,835,22340,221700
2017,51,177,133033,1872,1459,32589,285900
2017,51,179,146649,2651,1807,37841,346400
2017,51,199,67739,2259,1460,17944,328500
2017,51,510,160035,5558,1810,29630,573200
2017,51,550,240397,2519,1398,61061,270200
2017,51,650,134669,1935,1128,29238,184100
2017,51,680,80995,1559,812,13634,160400
2017,51,700,179388,2123,1039,34539,192500
2017,51,710,244703,2234,1111,38208,204400
2017,51,740,94572,2034,1055,19614,175200
2017,51,760,227032,2328,1033,37895,233200
2017,51,770,99837,1366,826,21677,136300
2017,51,800,90237,2591,1295,22122,252000
2017,51,810,450435,2439,1407,108813,282300
2017,53,005,198171,2189,1032,47815,238900
2017,53,007,76533,2518,866,17243,289900
2017,53,009,75474,2208,878,23538,256200
2017,53,011,474643,3145,1322,116755,329200
2017,53,015,106910,1941,956,27067,208900
2017,53,021,92125,2053,982,18316,209900
2017,53,025,95158,1830,872,20235,177900
2017,53,027,72697,1694,806,18837,169200
2017,53,029,83159,2745,1124,23811,363800
2017,53,033,2188649,4815,1709,495980,563600
2017,53,035,266414,2917,1302,69840,326200
2017,53,041,78200,1725,853,22749,197900
2017,53,053,876764,3332,1348,203095,300200
2017,53,057,125619,2961,1114,35374,303400
2017,53,061,801633,3688,1573,195043,407900
2017,53,063,506152,2460,970,125946,222200
2017,53,067,280588,2946,1277,74407,283400
2017,53,073,221404,2845,1203,54618,355500
2017,53,077,250193,1773,831,49399,177700
2017,54,003,114920,1199,1027,30848,174000
2017,54,011,94958,879,654,23957,139700
2017,54,033,67811,679,607,20984,120400
2017,54,039,183293,774,615,52800,111900
2017,54,061,105030,986,789,22141,216800
2017,54,081,75022,587,538,23525,101200
2017,54,107,85104,876,630,23823,130700
2017,55,009,262052,3121,869,66229,173400
2017,55,025,536416,4991,1217,130792,263300
2017,55,027,87786,2952,865,23982,164700
2017,55,035,103671,3021,863,27281,170400
2017,55,039,102548,2881,810,29469,152100
2017,55,055,84832,3416,961,22434,191400
2017,55,059,168521,3645,1008,41983,174500
2017,55,063,118274,3252,885,28651,172600
2017,55,071,79175,2383,694,26085,123100
2017,55,073,135732,2734,787,39428,148400
2017,55,079,952085,3799,923,184500,157000
2017,55,087,186059,3006,888,52511,168600
2017,55,089,88429,4258,1209,27522,291200
2017,55,097,70474,2606,783,19004,162000
2017,55,101,196071,3513,957,52423,169500
2017,55,105,162309,2960,864,42819,142700
2017,55,109,88703,3500,1251,26698,248500
2017,55,117,115344,2811,810,33368,154900
2017,55,127,103082,3443,960,28532,203500
2017,55,131,135101,3365,1083,41144,232300
2017,55,133,400621,4064,1241,120132,279200
2017,55,139,170414,3158,852,45351,157800
2017,55,141,73126,2443,735,23384,135500
2017,56,021,98327,1354,1053,27989,217500
2017,56,025,79547,1339,920,23565,206200
2017,01,003,212628,601,891,58561,199800
2017,01,015,114728,442,629,31093,117700
2017,01,043,82755,330,637,21626,123700
2017,01,049,71617,381,549,17966,114500
2017,01,051,81677,466,891,21217,158500
2017,01,055,102755,490,570,26504,115200
2017,01,069,104346,459,732,26079,138800
2017,01,073,659197,1029,892,158826,160200
2017,01,077,92538,575,643,25120,144800
2017,01,081,161604,810,788,37210,160700
2017,01,083,94402,588,713,25969,158500
2017,01,089,361046,809,862,96578,182400
2017,01,095,95548,466,629,23646,121600
2017,01,097,413955,702,819,99401,131200
2017,01,101,226646,489,826,51288,128200
2017,01,103,118818,504,644,32677,143000
2017,01,115,88199,480,747,25362,145300
2017,01,117,213605,1022,1069,61857,207300
2017,01,121,80065,362,545,21664,103200
2017,01,125,207811,617,864,45422,167400
2017,01,127,64058,252,506,19396,104100
2017,02,020,294356,3955,1475,62826,320000
2017,02,090,99703,2914,1344,20852,239000
2017,02,170,106532,2994,1292,22857,254000
2017,04,001,71606,518,276,16434,49400
2017,04,003,124756,1236,756,34084,155600
2017,04,005,140776,1526,1022,29389,277400
2017,04,013,4307033,1509,1125,963340,256500
2017,04,015,207200,930,694,61281,157100
2017,04,017,108956,926,597,23712,138900
2017,04,019,1022769,1781,909,257747,182300
2017,04,021,430237,1286,934,103584,179900
2017,04,025,228168,1380,928,70096,260900
2017,04,027,207534,1132,784,50086,132500
2017,05,007,266300,1336,929,62997,180500
2017,05,031,107115,880,771,23911,137500
2017,05,045,123654,1005,787,27587,165200
2017,05,051,98658,875,665,25805,140400
2017,05,069,69115,537,619,17468,85800
2017,05,085,72898,903,796,17995,143300
2017,05,119,393956,1233,861,91359,156300
2017,05,125,119323,1089,858,34955,154100
2017,05,131,128107,805,650,29654,124700
2017,05,143,231996,1188,820,47778,172200
2017,05,145,79016,568,663,20551,118400
2017,06,001,1663190,5769,1960,305888,781000
2017,06,007,229294,1758,984,51501,268900
2017,06,013,1147439,5385,1969,265782,642300
2017,06,017,188987,3401,1560,53847,472100
2017,06,019,989255,2001,1057,163288,248700
2017,06,023,136754,2236,1003,31456,325200
2017,06,025,182830,1702,955,27319,200700
2017,06,029,893119,2004,1010,155714,205700
2017,06,031,150101,1638,990,23807,224500
2017,06,033,64246,1623,927,19867,210500
2017,06,037,10163507,4044,1550,1510464,588700
2017,06,039,156890,1710,1091,31813,240800
2017,06,041,260955,8118,2342,66269,1014000
2017,06,045,88018,2438,1135,19984,409900
2017,06,047,272673,1825,1034,39490,253700
2017,06,053,437907,3715,1556,64356,517200
2017,06,055,140973,3962,1823,31623,628500
2017,06,057,99814,3237,1402,31528,437200
2017,06,059,3190400,4558,1887,595020,679400
2017,06,061,386166,4272,1750,103066,468400
2017,06,065,2423266,3367,1448,476441,352700
2017,06,067,1530615,2782,1326,306104,353400
2017,06,071,2157404,2573,1314,370696,326600
2017,06,073,3337685,4009,1735,602549,563800
2017,06,075,884363,6734,1991,131576,1104100
2017,06,077,745424,2825,1282,129100,349200
2017,06,079,283405,3914,1508,63104,574400
2017,06,081,771410,6652,2422,156257,1087100
2017,06,083,448150,3563,1625,75419,567600
2017,06,085,1938153,7085,2356,360277,971300
2017,06,087,275897,5128,1840,59685,775000
2017,06,089,179921,1922,1034,46439,248900
2017,06,095,445458,3421,1661,89460,411700
2017,06,097,504217,4395,1717,115731,628400
2017,06,099,547899,2197,1198,99299,288200
2017,06,101,96648,2233,1100,19697,278300
2017,06,107,464493,1488,967,75528,204300
2017,06,111,854223,4186,1857,170923,592500
2017,06,113,219116,3699,1347,36886,430400
2017,06,115,77031,1868,1168,15224,253000
2017,08,001,503167,1738,1354,109675,308400
2017,08,005,643052,1980,1442,153282,366300
2017,08,013,322514,2670,1506,78927,504800
2017,08,014,68341,2722,1573,18573,416600
2017,08,031,704621,1932,1357,148568,395100
2017,08,035,335299,2811,1825,92810,468900
2017,08,041,699232,1239,1234,162673,272000
2017,08,059,574613,2137,1460,165451,408100
2017,08,069,343976,1863,1309,89650,359800
2017,08,077,151616,988,936,42051,226400
2017,08,101,166475,1019,818,40940,163300
2017,08,123,304633,1455,1214,77389,295100
2017,09,001,949921,7436,1812,224775,425900
2017,09,003,895388,5412,1285,226059,241000
2017,09,005,182177,4828,1336,56563,260700
2017,09,007,163410,5622,1402,48060,281200
2017,09,009,860435,5651,1290,201500,243400
2017,09,011,269033,4419,1263,72012,239400
2017,09,013,151461,5248,1285,38887,243600
2017,09,015,116359,3651,1047,30378,198600
2017,10,001,176824,1176,1091,44902,223100
2017,10,003,559793,1997,1181,136910,255500
2017,10,005,225322,940,993,72136,276800
2017,11,001,693972,3238,1641,118805,607200
2017,12,001,266944,1872,915,54797,172500
2017,12,005,183563,1161,920,43469,171500
2017,12,009,589162,1595,911,168369,195400
2017,12,011,1935878,2644,1287,426390,260700
2017,12,015,182033,1758,808,61285,193600
2017,12,017,145647,958,597,49885,128900
2017,12,019,212230,1400,1008,55425,177700
2017,12,021,372880,2414,1219,105768,358900
2017,12,023,69612,1333,695,18313,145500
2017,12,031,937934,1670,1016,199958,185900
2017,12,033,313512,1071,901,74549,143900
2017,12,035,110510,1910,961,32161,225400
2017,12,053,186553,1123,742,57477,142700
2017,12,055,102883,869,555,30632,100200
2017,12,057,1408566,1968,1101,302370,213600
2017,12,061,154383,1701,858,45240,200000
2017,12,069,346017,1654,868,99160,185200
2017,12,071,739224,2006,997,190244,225300
2017,12,073,290292,1951,1022,63270,201300
2017,12,081,385571,1929,997,106771,233900
2017,12,083,354353,1194,694,108096,137300
2017,12,085,159923,2475,987,46996,280800
2017,12,086,2751796,2635,1297,445138,288100
2017,12,087,77013,3105,1458,17630,513700
2017,12,089,82721,1826,1103,26230,234000
2017,12,091,202970,1438,1087,50350,209800
2017,12,095,1348975,2043,1156,250589,234400
2017,12,097,352180,1611,1134,65354,197900
2017,12,099,1471150,2842,1244,380636,282900
2017,12,101,525643,1373,902,146249,161500
2017,12,103,970637,1677,975,272587,197300
2017,12,105,686483,1209,854,157960,153700
2017,12,107,73464,911,565,20730,86600
2017,12,109,243812,2600,1269,68538,297600
2017,12,111,313506,1992,1019,82575,179700
2017,12,113,174272,1407,1066,49064,192900
2017,12,115,419119,1951,1021,137825,253000
2017,12,117,462659,2020,1209,113984,236400
2017,12,119,125165,2424,667,50556,259000
2017,12,127,538692,1533,911,151812,173300
2017,12,131,68376,1235,920,21031,227900
2017,13,013,79061,1309,950,19483,156400
2017,13,015,105054,1284,886,26443,165400
2017,13,021,152862,1403,814,30138,117400
2017,13,031,76149,1209,774,15702,135400
2017,13,045,117812,973,814,27759,132800
2017,13,047,66550,1167,759,17970,137900
2017,13,051,290501,1756,1056,59194,192500
2017,13,057,247573,1797,1253,67320,251100
2017,13,059,127064,1639,856,19318,167300
2017,13,063,285153,1053,930,43091,103500
2017,13,067,755754,1811,1211,180769,254300
2017,13,073,151579,1952,1118,34706,201000
2017,13,077,143114,1862,1127,38746,213800
2017,13,089,753253,2182,1163,149149,199800
2017,13,095,89502,1351,685,15119,101400
2017,13,097,143882,1374,1040,32636,161300
2017,13,113,112549,2524,1339,31439,280600
2017,13,115,97613,1226,724,23150,135000
2017,13,117,227967,2760,1608,65619,349500
2017,13,121,1041423,3009,1267,211137,306200
2017,13,127,85282,1213,902,23414,170700
2017,13,135,920260,2488,1261,196981,220000
2017,13,139,199335,1671,934,43802,195600
2017,13,151,225813,1925,1182,53111,169600
2017,13,153,153479,1361,897,37025,129800
2017,13,157,67519,1753,960,18590,186500
2017,13,185,115489,1328,776,20393,133500
2017,13,215,194058,1165,861,33412,139000
2017,13,217,108078,1555,994,27033,148500
2017,13,223,159445,1574,1122,38746,170400
2017,13,245,201800,1132,814,37704,101800
2017,13,247,90312,956,970,20880,155800
2017,13,255,65380,1462,803,14928,119100
2017,13,285,69786,1426,759,14686,140200
2017,13,295,68939,955,690,18992,120500
2017,13,297,91600,1629,932,21874,187300
2017,13,313,104658,995,688,20664,132400
2017,15,001,200381,987,1035,46301,344800
2017,15,003,988650,1976,1749,176287,680200
2017,15,007,72159,1376,1383,14184,560600
2017,15,009,166271,1215,1594,31306,641500
2017,16,001,456849,1808,1032,117660,256400
2017,16,005,85269,1428,744,21157,156900
2017,16,019,114595,1274,828,29366,170900
2017,16,027,216699,1461,912,47084,177300
2017,16,055,157637,1477,1012,44103,263500
2017,16,083,85124,1226,852,22991,162300
2017,17,001,66234,2052,733,20175,128200
2017,17,019,209399,3550,893,44063,169200
2017,17,031,5211263,5065,1216,1099601,247600
2017,17,037,104733,4888,1010,20961,169800
2017,17,043,930128,6584,1500,254076,308800
2017,17,089,534667,6035,1334,135737,237200
2017,17,091,109605,3490,866,27312,151100
2017,17,093,126218,7025,1656,33278,239200
2017,17,097,703520,7324,1462,181437,262600
2017,17,099,110067,2797,818,31552,135300
2017,17,111,309122,6421,1397,89731,227900
2017,17,113,172290,3740,919,42566,167200
2017,17,115,105801,2249,701,31422,97000
2017,17,119,265428,2715,859,75636,131600
2017,17,143,183011,3167,835,47183,130900
2017,17,161,144808,2625,774,40866,117300
2017,17,163,262479,2755,858,65438,128500
2017,17,167,196452,2725,836,59607,140100
2017,17,179,133526,2879,838,40819,140400
2017,17,183,77909,1340,625,21931,77900
2017,17,197,692661,5931,1429,186234,230300
2017,17,199,67328,1769,758,19130,126600
2017,17,201,284778,3445,845,76518,118300
2017,18,003,372877,1185,760,96407,133100
2017,18,005,82040,1319,852,22319,148500
2017,18,011,65875,1847,1192,19741,221600
2017,18,019,116973,1177,851,32368,137200
2017,18,035,115184,872,659,28600,92100
2017,18,039,205032,1312,813,51108,143900
2017,18,043,77071,1318,812,20847,170700
2017,18,053,66491,635,691,17941,99600
2017,18,057,323747,2581,1281,92896,266500
2017,18,059,74985,1347,998,24027,160500
2017,18,063,163685,1781,1103,45047,186700
2017,18,067,82363,743,679,24474,98500
2017,18,081,153897,1383,983,42113,164700
2017,18,085,79206,1046,771,22737,154900
2017,18,089,485640,1570,871,130327,147200
2017,18,091,110029,1142,741,30287,131300
2017,18,095,129498,849,732,34831,94200
2017,18,097,950082,1377,891,200005,137400
2017,18,105,146986,1371,848,30585,171800
2017,18,109,69713,813,849,19554,163600
2017,18,127,168404,1821,985,45286,189800
2017,18,141,270434,1204,768,67122,126600
2017,18,157,190587,1073,807,40787,149800
2017,18,163,181616,1110,789,51309,131700
2017,18,167,107516,950,711,25276,93900
2017,18,177,66185,942,705,17508,105900
2017,19,013,132648,2464,803,34129,153300
2017,19,049,87235,3782,1226,26315,243300
2017,19,061,97041,2459,888,28180,167600
2017,19,103,149210,3687,1056,36454,226400
2017,19,113,224115,2793,915,67242,157600
2017,19,153,481830,3544,1044,126942,180700
2017,19,155,93386,2546,850,25720,141500
2017,19,163,172509,2694,887,45967,158800
2017,19,169,97502,3004,952,19654,200300
2017,19,193,102429,1848,744,25835,123200
2017,20,015,66878,2326,904,18459,153400
2017,20,045,120793,2742,986,24394,211600
2017,20,091,591178,3055,1225,157410,255200
2017,20,103,81095,2280,1045,19276,177600
2017,20,161,74172,2841,943,12508,200900
2017,20,173,513687,1788,860,122684,141600
2017,20,177,178187,1992,820,47351,131100
2017,20,209,165288,1851,845,34093,108400
2017,21,015,130728,1807,1082,35100,191500
2017,21,029,80246,1496,926,23228,164600
2017,21,037,92488,2073,921,24606,180500
2017,21,047,70416,1014,779,12500,122800
2017,21,059,100374,1247,824,27252,136200
2017,21,067,321959,1874,925,71467,193100
2017,21,093,108071,1173,804,24458,151200
2017,21,111,771158,1593,893,192155,174400
2017,21,117,165399,1794,895,40676,159200
2017,21,145,65385,1063,688,18353,148400
2017,21,151,91226,1277,691,18837,159700
2017,21,185,66415,2733,1290,17408,287800
2017,21,227,128845,1245,832,27182,166600
2017,22,005,122948,1025,952,34001,211000
2017,22,015,127634,988,933,30671,170400
2017,22,017,246581,1023,751,54651,149000
2017,22,019,202445,771,765,54202,165900
2017,22,033,446268,1156,926,97201,191200
2017,22,045,72176,483,614,15325,122600
2017,22,051,439036,899,939,104781,184500
2017,22,055,242485,1031,891,59483,188000
2017,22,057,98426,689,614,27249,156400
2017,22,063,138228,818,839,39184,163200
2017,22,071,393292,1752,969,72919,227800
2017,22,073,155874,697,717,34561,151300
2017,22,079,131648,582,709,31329,142200
2017,22,097,83497,226,480,21699,109100
2017,22,103,256327,1718,1049,72901,214300
2017,22,105,132497,832,772,33356,157500
2017,22,109,112086,548,742,28314,151100
2017,23,001,107651,2712,839,30189,153500
2017,23,003,67653,1446,575,20988,101000
2017,23,005,292500,3747,1240,84826,273400
2017,23,011,121821,2173,809,33951,163100
2017,23,019,151957,1978,797,43447,136300
2017,23,031,204191,3060,1080,62084,248000
2017,24,001,71615,1486,677,17828,120400
2017,24,003,573235,3048,1657,156684,360200
2017,24,005,832468,2967,1304,208012,259700
2017,24,009,91502,3460,1736,26570,355400
2017,24,013,167781,3313,1470,50132,336700
2017,24,015,102746,2561,1278,26801,234500
2017,24,017,159700,3411,1804,42491,318000
2017,24,021,252022,3696,1550,69092,334100
2017,24,025,252160,2997,1375,72341,292500
2017,24,027,321113,5555,1837,86307,444500
2017,24,031,1058810,4495,1840,243517,477800
2017,24,033,912756,3720,1583,192427,299700
2017,24,037,112667,2757,1448,29053,294000
2017,24,043,150578,2251,951,36330,219100
2017,24,045,102923,1819,975,21438,167400
2017,24,510,611648,2689,1070,113940,154400
2017,25,001,213444,3173,1411,73499,401100
2017,25,003,126313,3172,968,37463,205900
2017,25,005,561483,3692,1116,139338,301800
2017,25,009,785205,4900,1471,188755,405500
2017,25,011,70702,3758,1062,20057,230300
2017,25,013,469818,3466,1009,105915,208800
2017,25,015,161834,4240,1171,39363,273200
2017,25,017,1602947,5889,1769,375931,511700
2017,25,021,700322,5658,1814,186200,473400
2017,25,023,515142,4857,1624,142810,368100
2017,25,025,797939,3595,1632,111556,497000
2017,25,027,826116,4162,1242,195893,281100
2017,26,005,116447,2139,820,37830,160000
2017,26,017,104239,1861,675,34059,102800
2017,26,021,154259,1907,757,44353,150400
2017,26,025,134128,2091,720,37208,116200
2017,26,037,78443,2633,922,23698,177100
2017,26,045,109027,2511,903,31611,156000
2017,26,049,407385,1915,754,118039,110000
2017,26,055,91807,2377,973,29482,198000
2017,26,065,290186,2776,887,64723,134400
2017,26,073,71063,2011,708,15843,136100
2017,26,075,158640,1848,751,45871,131300
2017,26,077,262985,2746,857,67479,158500
2017,26,081,648594,2517,928,167036,173900
2017,26,087,88174,1748,854,29457,164300
